Id, Start Time, End Time, Category, Sub Category, Notes, Uses Timer
572,00:28:41 05-07-2018,00:32:41 05-07-2018,Health,Cold,Woke and made some noises. Called our for mama once. Fell back asleep on her own.,1
573,20:15:13 05-07-2018,20:15:13 05-07-2018,Mood,Sleepy,Stories and then into bed with another goodnight moon while laying down. Happy she went to bed easy even after a 2 hour nap at daycare.,0
574,17:20:07 05-08-2018,17:20:07 05-08-2018,Health,Other,Smashed her mouth on table. Lots of blood but only a cut on lip.,0
576,20:25:48 05-08-2018,20:25:48 05-08-2018,Mood,Sleepy,Touch and go but reasonably smooth. Bath until 7:20. Snack at 7:40 and stories until 8:05. Tried delaying bedtime with more stories and cries for more food. Lay in crib for a bit and then read stories whisk she lay down. ,0
577,07:12:36 05-09-2018,07:12:36 05-09-2018,Diary,,Slept well last night,0
578,20:30:39 05-09-2018,21:10:39 05-09-2018,Mood,Fussy,Momma's home and made the mistake of letting Astrid see her before bedtime because then she didn't want to let her go. Eventually fell asleep with mom in the bed.,1
579,07:05:55 05-10-2018,07:05:55 05-10-2018,Mood,Happy,Transferred to crib at 9:30. Slept well. Happy to see Mama.,0
581,20:07:58 05-10-2018,20:07:58 05-10-2018,Mood,Sleepy,Mom with the magic touch.,0
582,20:38:00 05-11-2018,20:38:00 05-11-2018,Mood,Sleepy,Let her cry it out. After stories she wasn't that tired. Lay in crib with her and read more stories but she wouldn't sleep. Then she hit me so I left. She cried. I came back. And bounced her. She was sleepy. Put her down. She protested but I left. She whimpered and fell asleep.,0
595,09:20:24 05-12-2018,10:00:24 05-12-2018,Activity,Listen to Music,Colour Strings,1
583,04:08:40 05-13-2018,04:50:40 05-13-2018,Mood,Fussy,Found her standing in the crib crying. Had to lay next her to get her to sleep. First time I tried slipping out she realized a few minutes later and we had to restart.,1
584,07:52:19 05-13-2018,07:52:19 05-13-2018,Diary,,Mother's day sleeping in.,0
585,23:20:07 05-13-2018,00:18:07 05-14-2018,Health,Fever,Woke up crying. Tried to get her back to sleep but was distressed. Couldn't get a stethoscope on her but it seemed like asthma. Gave her two puffs of Ventolin  changed her diaper  and read stories. Went back into the crib easily but tossed and turned before falling asleep.,1
586,07:30:35 05-15-2018,07:30:35 05-15-2018,Diary,,Made noises a few times at night (11  4  5) but slept until 7:30,0
587,04:05:54 05-17-2018,04:30:54 05-17-2018,Mood,Crying,Woke up crying. Really upset. I'm went to look after her.,1
589,04:15:58 05-17-2018,06:00:58 05-17-2018,Mood,Quiet,Daddy - Snack  Ventolin  and stories and then she went to bed nicely. Lay with her for a but but then she kicked me out and fell asleep until 7:15,1
588,04:30:00 05-17-2018,05:15:00 05-17-2018,Mood,Clingy,Laying with mommy on the futon. Not really sleeping. Came into bed around 5 am.,1
590,07:15:56 05-17-2018,08:00:56 05-17-2018,Mood,Fussy,Grumpy and tired all morning,1
596,09:20:52 05-19-2018,10:00:52 05-19-2018,Activity,Listen to Music,Colour Strings,1
591,08:57:50 05-21-2018,09:07:50 05-21-2018,Activity,Other,Cosmic kids yoga,1
597,17:00:56 05-24-2018,17:37:56 05-24-2018,Mood,Crying,Temper tantrums,1
598,00:27:52 05-25-2018,01:07:52 05-25-2018,Mood,Fussy,Woke up crying. Tough to tell what she wanted at first but I think she had a tummy ache. Said 'owwy' a few times and wanted her sleep sack off. Changed a very wet diaper. Wasn't really interested in snack but had a few bites of banana. Wanted to give Boo a snack. Was gassy and had some stinky farts. Read some stories and lay down with her.  Found some throw up in her bed in the morning.,1
599,15:00:53 05-25-2018,19:15:53 05-25-2018,Health,Diarrhea,Stomach bug going around at daycare. Hardly any appetite.,1
602,07:45:31 05-26-2018,10:30:31 05-26-2018,Health,Diarrhea,Ate a little breakfast. Pooped it right out.,1
604,19:56:37 05-26-2018,19:56:37 05-26-2018,Health,Gassy,Good during the day but stinky gassy after bath time. No diarrhea.,0
606,05:00:32 05-27-2018,05:30:32 05-27-2018,Health,Gassy,Woke up upset. Ate a banana. Had a soft poop. Slept in bed with us after.,1
605,07:10:25 05-27-2018,07:10:25 05-27-2018,Health,Diarrhea,After polishing off a pouch,0
607,07:44:15 05-27-2018,07:51:15 05-27-2018,Activity,Other,Cosmic kids yoga,1
608,19:15:51 05-27-2018,19:15:51 05-27-2018,Health,Diarrhea,Soft  watery poop. Not as bad as Saturday but still not back to normal.,0
609,11:35:54 05-28-2018,19:05:54 05-28-2018,Health,Diarrhea,More diarrhea. Sent home from daycare.,1
610,07:00:33 05-29-2018,07:30:33 05-29-2018,Mood,Fussy,Ate a good breakfast but was super grumpy and fussy. Cried a lot. Didn't know what she wanted.,1
613,09:20:19 06-02-2018,10:00:19 06-02-2018,Activity,Listen to Music,Colour Strings music class,1
611,20:15:37 06-04-2018,21:10:37 06-04-2018,Mood,Fussy,Difficult bedtime. Hopped up on sugar from a birthday party. Didn't want to go to sleep. Lots of tears and irrational demands  like putting socks on and then taking them off immediately. After stories and cuddles had to just let her cry it out and fall asleep on her own.,1
612,18:25:53 06-06-2018,18:35:53 06-06-2018,Activity,Other,Cosmic kids yoga,1
614,08:50:29 06-09-2018,08:50:29 06-09-2018,Diary,,Pooped in he potty. 💩  After breakfast she wanted to sit in the potty. 10 minutes but nothing. Then she ran around with pants but no diaper. When she had to an urge to poop she would run to the potty and sit down. The stand up and look at the empty bowl. After 5 tries she actually pooped in he potty. While I was getting wipes she peed on the floor.,0
615,07:05:07 06-11-2018,07:05:07 06-11-2018,Health,Stuffy Nose,Woke up with snotty nose.,0
616,07:40:49 06-11-2018,07:40:49 06-11-2018,Diary,,Peed in the potty.  After a shower with mom  climbed up on the step stool  sat on the toilet  and peed.,0
617,23:10:19 06-11-2018,00:00:19 06-12-2018,Health,Stuffy Nose,Woke up crying. Had juice  read stories. She lay in bed with mommy and almost fell asleep. Moved her back to the crib and read two more stories before she fell asleep.,1
618,07:30:03 06-12-2018,07:30:03 06-12-2018,Health,Stuffy Nose,Woke up happy but with a runny nose,0
619,07:05:58 06-13-2018,07:05:58 06-13-2018,Health,Cold,Runny and slight cough,0
620,06:30:23 06-14-2018,06:30:23 06-14-2018,Health,Cold,Still has a cold. Minor cough and runny nose. Woke up crying.,0
621,20:46:08 06-14-2018,20:46:08 06-14-2018,Health,Coughing,Tough time falling asleep. Coughing,0
622,07:05:50 06-15-2018,07:05:50 06-15-2018,Health,Cold,Coughed a lot overnight (a few coughs ever few hours) but always fell back asleep on her own.,0
623,22:45:42 06-15-2018,23:06:42 06-15-2018,Health,Coughing,Was sleeping well until 10:45. Started coughing a lot. Heard her crying. Can't fall back asleep. Maybe time for Ventolin.,1
624,08:00:06 06-16-2018,08:00:06 06-16-2018,Health,Cold,Slept in. Did better last night. Had a few coughing fits. Especially at 11:00 and 2:30. But she had fallen asleep before I went in to her room both times.,0
625,01:45:05 06-17-2018,03:10:05 06-17-2018,Mood,Fussy,Woke up crying. No coughing. Mom went in and she almost fell back asleep. Was quiet for 15 minutes and then got a rush if energy. At 2:15 dad took over. She was upset and only wanted mommy. Calmed her down by looking out window. Changed her diaper which was very wet and bounced her. Almost fell asleep but sounded wheezy and got upset when put down in crib. Gave her Ventolin which made the wheezing go away and she was happy to lay in crib but also had nervous energy. Had to lay in crib for a while.,1
626,03:25:56 06-17-2018,03:40:56 06-17-2018,Mood,Fussy,Woke up crying. Gave her some nuts to snack on and lay beside crib until she fell back asleep.,1
627,08:30:30 06-17-2018,08:30:30 06-17-2018,Health,Cold,Father's day sleep in after the craziness last night.,0
628,07:30:40 06-18-2018,07:30:40 06-18-2018,Health,Wheeze,Slept through the night without any problems. Only started coughing and wheezing when she woke up.,0
629,07:50:49 06-18-2018,07:50:49 06-18-2018,Diary,,Pee in the potty. Sat outside on the potty watching bikes and dogs until she peed.,0
630,07:10:36 06-20-2018,07:10:36 06-20-2018,Health,Coughing,Slept well last night but woke with a nasty cough and some wheezing.,0
632,07:10:27 06-22-2018,07:10:27 06-22-2018,Health,Coughing,Slept well. Woke up coughing.,0
631,07:19:50 06-22-2018,07:19:50 06-22-2018,Diary,,Pee in the potty. Woke up with a dry diaper. Made her sit on the potty while I got breakfast ready. Peed after a few minutes.,0
633,17:36:10 06-22-2018,19:50:10 06-22-2018,Health,Fever,Strep?,1
634,18:35:56 06-22-2018,18:35:56 06-22-2018,Diary,,Peed in the potty. After dinner. Sat on the potty and ate a popsicle. Peed after a few minutes.,0
635,23:45:38 06-22-2018,01:01:01 06-23-2018,Health,Fever,Woke at 11:45. Almost hyper with energy and really hot. Wanted her clothes off. Wet diaper. Drank a bottle of water and lots of apple juice. Once the hyper energy wore off (after maybe 30 minutes)  we did stories  had some grapes  did puffer. Asked if she had an owie and she pointed at her throat. Did ibuprofen too since her throat hurt and fever was still high. Protested a little when I went to put her down but fell asleep quickly with daddy on floor humming.,1
637,02:10:10 06-23-2018,02:20:10 06-23-2018,Mood,Fussy,Woke up when the fever broke. Said she was hot. Didn't want anything like water or a snack. Convinced her to go back to bed.,1
638,03:40:27 06-23-2018,04:13:27 06-23-2018,Mood,Fussy,Mommy's turn. Woke up. fever gone. Very sweaty. Ate oatmeal and went back to sleep easily for mommy.,1
639,09:10:35 06-23-2018,09:10:35 06-23-2018,Mood,Sleepy,Slept in. Going to see a doctor soon.,0
640,10:16:16 06-23-2018,10:16:16 06-23-2018,Diary,,Doctor at Coast Medical says no sign of strep. Keep an eye out for rash and may be the start of hand  foot  mouth. Ibuprofen every six hours.,0
641,13:45:59 06-23-2018,13:45:59 06-23-2018,Health,Fever,Started her nap at 12:15 with a mild fever. Woke up with a full fever. 39 C. Wanted to have a bath so that's what we did. ,0
642,17:00:17 06-23-2018,17:00:17 06-23-2018,Diary,,Peed in the potty. Astrid was pantsless and ran outside and used the potty on her own.,0
643,08:20:28 06-24-2018,08:20:28 06-24-2018,Diary,,Peed in the potty. Sat her down first thing in the morning. Sat their nicely while we did puffer. Then she ran away chasing the cat and started peeing on the mat. Got her back on the potty to finish the rest of her pee.,0
644,04:00:52 06-25-2018,05:45:52 06-25-2018,Diary,,Woke up. When daddy came into the room she had taken off her sleep sack and wanted to use the potty. She had a wet diaper but did a small pee in the potty. After didn't want a diaper or to go to sleep. Had apple juice  watched the racoons run around outside  did puffer. Got a diaper on  lay down in crib  almost fell asleep around 4:45. But no luck. Daddy gave up at 5:30. Brought her into bed. Mom put her into crib and she fell asleep at 5:45.,1
645,08:54:25 06-25-2018,08:54:25 06-25-2018,Diary,,Transitioning to toddler room today.,0
646,19:39:33 06-25-2018,19:39:33 06-25-2018,Health,Other,Slight rash all around her body. Noticed bmps on her arms yesterday. A few darker spots on her chest today.,0
647,17:30:38 06-26-2018,19:53:06 06-26-2018,Health,Fever,,1
648,21:21:18 06-26-2018,21:21:18 06-26-2018,Health,Fever,Woke up crying. Fever broke.,0
649,07:25:03 06-27-2018,07:25:03 06-27-2018,Diary,,Peed in the potty. Woke up with a dry diaper. Set on the potty until she peed. Then put on big kid underwear for the first time.,0
650,17:11:21 06-27-2018,17:11:21 06-27-2018,Health,Other,Rash on feet. Looks like hand  foot  and mouth disease.,0
651,07:30:13 06-28-2018,07:30:13 06-28-2018,Diary,,Slept well. Made noises at 10:30 and 6:00 but fell asleep on her own. Diaper was wet but did a little pee in the potty. Ate a good breakfast - watermelon  dessert tofu  smoothie  cereal  and oatmeal. Mouth sores can't be too bad. Rashes on bum and feet.,0
654,10:10:46 06-28-2018,10:10:46 06-28-2018,Health,Other,Confirmed case of hand  foot  and mouth disease. Need to keep her quarantined for another week.,0
652,22:00:37 06-28-2018,22:30:37 06-28-2018,Mood,Crying,Wanted her mommy.,1
653,23:40:23 06-28-2018,23:56:23 06-28-2018,Mood,Crying,Wanted her mommy,1
655,00:00:39 06-29-2018,00:10:39 06-29-2018,Mood,Crying,,1
656,07:49:31 06-29-2018,07:49:31 06-29-2018,Health,Other,Rash on her bum looks better. Eating well this morning.,0
657,03:10:32 07-01-2018,05:20:32 07-01-2018,Mood,Crying,,1
658,23:50:51 07-01-2018,23:50:51 07-01-2018,Mood,Crying,Woke up crying. Comforted her while still in bed and she went back to sleep easily.,0
659,04:30:43 07-02-2018,04:45:43 07-02-2018,Mood,Crying,Woke up crying. Dad shushed her back to sleep but she wouldn't stay laying down when he left the room. So he brought a pillow and blanket and fell asleep next to the crib for an hour.,1
660,06:20:43 07-03-2018,06:20:43 07-03-2018,Mood,Happy,Went to bed around 9pm and woke up at 6:20 happy. She only woke once at night around 4 am - she stood up  and went back to bed when I told her to lay down.,0
663,06:20:54 07-04-2018,06:20:54 07-04-2018,Mood,Happy,Slept well. Went to bed at 8:40 and woke at 6:20. Was up twice around 1:30 and 3:00 but fell asleep within 5 minutes each time.,0
661,17:50:00 07-04-2018,17:50:00 07-04-2018,Diary,,Peed in the potty while eating a popsicle as after dinner.,0
664,07:57:54 07-05-2018,07:57:54 07-05-2018,Mood,Grumpy,Slept well last night and was in a good mood until we had to get ready for daycare. Tantrums about diapers and shoes.,0
667,08:46:04 07-06-2018,08:46:04 07-06-2018,Diary,,First full day in toddler room at daycare.,0
665,07:30:01 07-08-2018,07:30:01 07-08-2018,Mood,Fussy,At Chilliwack Best Western. Didn't start bedtime until 8:30 as Astrid was running around with cousin Jacob. Took some convincing but she fell asleep in a crib. Daddy had to lay next to her. He slept there for over an hour  until 10:30. At 12:30 Astrid woke up and wouldn't go back to sleep in crib. Daddy lay next to her for an hour before she moved into our king-sized bed. Slept well in bed.,0
668,18:00:30 07-08-2018,18:00:30 07-08-2018,Health,Other,Bruised her tail bone. No diaper fell on board.,0
666,08:46:01 07-10-2018,08:46:01 07-10-2018,Mood,Grumpy,Rough morning. Grumpy about food  clothing  diapers  and didn't want daddy to leave her at daycare.,0
669,08:47:13 07-11-2018,08:47:13 07-11-2018,Mood,Clingy,Another hard dropoff. A little better than yesterday. Bruised bottom still bothering her. Not friends with older boys in her daycare room.,0
670,07:13:51 07-12-2018,07:13:51 07-12-2018,Health,Other,Still limping from her bruised back,0
671,20:00:02 07-12-2018,20:44:02 07-12-2018,Mood,Crying,Unable to fall asleep without someone in the room. Mom this time,1
672,02:40:02 07-13-2018,04:20:02 07-13-2018,Mood,Fussy,Woke up crying. Only wanted mommy. Almost fell asleep a few times but kept waking up. Emily had to sleep on the floor next to the crib.,1
673,17:50:02 07-13-2018,17:50:02 07-13-2018,Health,Other,Burned her left forearm on a hot frying pan,0
674,07:28:01 07-14-2018,07:28:01 07-14-2018,Diary,,Peed in the potty,0
675,10:20:52 07-15-2018,10:30:52 07-15-2018,Activity,Other,Cosmic kids yoga,1
676,07:20:28 07-16-2018,07:20:28 07-16-2018,Diary,,Peed in the potty.,0
677,02:50:18 07-20-2018,03:30:18 07-20-2018,Mood,Crying,Woke up crying. Wanted mommy. Diaper was wet and she seemed cold ( no blanket on her). Calmed down and fell asleep in our bed. Tossed around for awhile. Put her on the crib. Woke up. Mom had to lay beside her. She stayed until 7:30 am.,1
684,08:10:06 07-21-2018,08:14:06 07-21-2018,Activity,Other,Cosmic kids yoga,1
678,09:20:54 07-21-2018,09:20:54 07-21-2018,Diary,,Pooped in the potty. Was working on it for a while with no pants on. Was good about going back to the potty periodically.,0
680,19:10:40 07-22-2018,19:10:40 07-22-2018,Diary,,Peed in the big potty/toilet before bath.,0
679,07:25:30 07-23-2018,07:25:30 07-23-2018,Diary,,Pee in the potty,0
681,19:50:32 07-23-2018,19:50:32 07-23-2018,Health,Fever,Light cough and fever,0
682,08:30:29 07-24-2018,08:30:29 07-24-2018,Health,Fever,Mild fever,0
683,08:36:44 07-24-2018,08:41:44 07-24-2018,Activity,Other,Cosmic kids yoga,1
685,20:00:42 07-24-2018,20:00:42 07-24-2018,Health,Fever,Fever all day.,0
686,04:30:35 07-25-2018,05:00:48 07-25-2018,Mood,Happy,Woke up with lots of energy. Diaper change  sit on the potty  drink water  have a snack.,1
687,04:45:16 07-25-2018,04:45:16 07-25-2018,Health,Fever,,0
688,04:50:33 07-25-2018,04:50:33 07-25-2018,Health,Coughing,,0
689,07:30:34 07-25-2018,07:30:34 07-25-2018,Health,Coughing,Fever is gone. A little congested and coughing now.,0
690,03:20:39 07-26-2018,03:48:39 07-26-2018,Health,Fever,Water  juice  oatmeal  diaper change  stories  and back to bed. Borderline fever 38.4,1
691,12:01:05 07-26-2018,12:01:05 07-26-2018,Diary,,Pooped in the potty. Was running around for a while without a diaper saying she had to poop. But eventually she ran over  pulled up her dress  and dropped a big 💩,0
692,23:30:30 07-26-2018,00:30:30 07-27-2018,Mood,Crying,Started crying. Mom. Went to check on her and fell asleep on floor for an hour.,1
695,20:30:17 07-27-2018,21:30:17 07-27-2018,Health,Coughing,,1
693,22:20:54 07-27-2018,00:32:54 07-28-2018,Diary,,At BC Children's hospital. Asthma,1
694,09:32:13 07-28-2018,09:32:13 07-28-2018,Diary,,Pee pee in the potty. All by herself.,0
696,15:37:31 07-28-2018,15:37:31 07-28-2018,Diary,,Peed on the potty. Woke up dry after a long 2+ hour nap and asked to go sit on the potty.,0
697,04:15:24 07-30-2018,05:19:24 07-30-2018,Health,Coughing,,1
698,17:46:32 07-31-2018,17:46:32 07-31-2018,Diary,,Peed on the potty - big toilet at the ponderosa. Was running around diaper free and announced she had to pee.,0
699,19:11:11 07-31-2018,19:11:11 07-31-2018,Diary,,Pooped in the potty. Was running around diaper free and pooped in the potty after several false attempts.  After celebrating she peed on the floor,0
700,09:00:59 08-01-2018,09:00:59 08-01-2018,Diary,,Pooped in the potty. Then peed on the floor again 2 minutes later.,0
701,15:20:32 08-01-2018,15:20:32 08-01-2018,Diary,,Pooped in the potty.,0
702,16:44:43 08-01-2018,16:44:43 08-01-2018,Diary,,Pooped on the toilet.,0
703,10:04:50 08-02-2018,10:04:50 08-02-2018,Diary,,Pooped in the toilet in the shop. then peed her pants 10 minutes later.,0
704,23:00:36 08-02-2018,23:30:36 08-02-2018,Mood,Fussy,Woke up confused where she was. Dad slept next to her for 30 minutes. Drank lots of water and didn't want a blanket.,1
705,15:12:04 08-03-2018,15:12:04 08-03-2018,Diary,,Poop on the potty. All by herself.,0
706,15:50:40 08-03-2018,15:50:40 08-03-2018,Diary,,Peed on the potty,0
707,09:31:57 08-04-2018,09:31:57 08-04-2018,Diary,,Pooped in the potty,0
708,14:28:41 08-04-2018,14:28:41 08-04-2018,Diary,,Poop on the potty,0
709,16:13:51 08-04-2018,16:13:51 08-04-2018,Diary,,Peed in the potty. Recognized on her own and ran to the potty.,0
710,16:42:15 08-04-2018,16:42:15 08-04-2018,Diary,,Three poops in the potty. Soft. 💩 💩 💩,0
711,11:18:27 08-05-2018,11:18:27 08-05-2018,Diary,,Pooped on the potty. Times 2 💩 💩,0
713,16:00:19 08-05-2018,16:00:19 08-05-2018,Diary,,Poop in the potty,0
712,17:58:58 08-05-2018,17:58:58 08-05-2018,Diary,,Pee in the potty,0
714,06:55:54 08-06-2018,06:55:54 08-06-2018,Diary,,Pee in the potty,0
715,09:03:35 08-06-2018,09:03:35 08-06-2018,Diary,,Poop in the potty. Two parter. 💩💩,0
716,16:44:46 08-06-2018,16:44:46 08-06-2018,Diary,,Poop on the potty,0
717,05:45:15 08-07-2018,05:45:15 08-07-2018,Diary,,Poop and pee on the potty.,0
718,11:07:39 08-07-2018,11:07:39 08-07-2018,Diary,,Poop on the potty,0
719,15:58:08 08-07-2018,15:58:08 08-07-2018,Diary,,Pee pee in the potty.,0
720,06:18:36 08-08-2018,06:18:36 08-08-2018,Diary,,Poop in the toilet,0
721,15:39:59 08-08-2018,15:39:59 08-08-2018,Diary,,Poop and pee in the potty,0
722,06:35:16 08-09-2018,06:35:16 08-09-2018,Diary,,Poop in the outdoor potty,0
723,15:05:14 08-09-2018,15:05:14 08-09-2018,Diary,,Pee pee in the toilet,0
724,16:26:04 08-09-2018,16:26:04 08-09-2018,Diary,,Poop in the potty,0
725,07:30:36 08-10-2018,08:05:36 08-10-2018,Diary,,Multiple poops in the potty 💩 💩 💩 💩,1
726,16:18:29 08-10-2018,16:18:29 08-10-2018,Diary,,Poop and pee in the farm toilet,0
727,17:33:56 08-10-2018,17:33:56 08-10-2018,Diary,,Pee in the potty,0
728,06:44:41 08-11-2018,06:44:41 08-11-2018,Diary,,Poop and pee in the potty,0
729,12:26:13 08-11-2018,12:26:13 08-11-2018,Diary,,Pee on the airplane toilet,0
731,17:55:54 08-11-2018,17:55:54 08-11-2018,Diary,,Fell off a kids car that she was standing on and bumped her head on the concrete. Cried for a few minutes but seemed ok.,0
730,18:25:19 08-11-2018,18:25:19 08-11-2018,Diary,,Poop in the potty,0
732,06:27:47 08-12-2018,06:27:47 08-12-2018,Diary,,Poop in the potty,0
733,07:32:46 08-12-2018,07:32:46 08-12-2018,Diary,,Pee in the potty,0
734,10:52:04 08-12-2018,10:52:04 08-12-2018,Diary,,Poop in the potty,0
735,14:15:30 08-12-2018,14:15:30 08-12-2018,Diary,,Pee on the potty,0
736,17:16:21 08-12-2018,17:16:21 08-12-2018,Diary,,Peed in the toilet at Stanley park,0
737,19:40:53 08-12-2018,19:40:53 08-12-2018,Diary,,Pee in the potty,0
738,06:47:00 08-14-2018,06:47:00 08-14-2018,Diary,,Poop in the potty. Worked real hard for it.,0
739,07:53:13 08-15-2018,07:53:13 08-15-2018,Diary,,Poop and pee in the toilet,0
740,17:10:24 08-15-2018,17:10:24 08-15-2018,Diary,,Poop on the potty,0
741,17:37:58 08-15-2018,17:37:58 08-15-2018,Health,Stuffy Nose,,0
743,07:30:30 08-16-2018,07:30:30 08-16-2018,Health,Stuffy Nose,,0
742,08:30:21 08-16-2018,08:30:21 08-16-2018,Diary,,Poop and pee in the potty. Was working on it for 30 minutes.,0
744,19:10:55 08-16-2018,19:10:55 08-16-2018,Diary,,Poop and pee in the bird square,0
745,06:30:57 08-17-2018,06:30:57 08-17-2018,Health,Cold,Runny nose  light cough,0
746,07:15:17 08-17-2018,07:15:17 08-17-2018,Diary,,Pee in the potty.,0
747,17:27:00 08-17-2018,17:27:00 08-17-2018,Health,Cold,,0
748,04:23:50 08-18-2018,04:23:50 08-18-2018,Health,Coughing,,0
749,11:03:50 08-18-2018,11:03:50 08-18-2018,Diary,,Pee in the potty,0
750,12:22:52 08-18-2018,12:22:52 08-18-2018,Diary,,Pee and poop in potty. Started poop in diaper. Finished in potty ,0
751,15:01:51 08-18-2018,15:01:51 08-18-2018,Diary,,Poop and pee on potty,0
752,19:11:38 08-18-2018,19:11:38 08-18-2018,Diary,,Pee in the potty,0
753,19:20:22 08-18-2018,19:20:22 08-18-2018,Diary,,Poop in the potty,0
754,08:32:39 08-19-2018,08:32:39 08-19-2018,Diary,,Two big poops and a pee in the potty. 💩💩,0
755,10:02:11 08-19-2018,10:02:11 08-19-2018,Diary,,Pee in the potty. Ran over  pulled her underwear down  and peed all by herself.,0
756,11:10:48 08-19-2018,11:10:48 08-19-2018,Diary,,Pee in the toilet,0
757,12:06:51 08-19-2018,12:06:51 08-19-2018,Diary,,Pee in the toilet before bath,0
758,16:10:54 08-19-2018,16:10:54 08-19-2018,Diary,,Pee in the potty,0
759,19:20:17 08-19-2018,19:20:17 08-19-2018,Diary,,Pee on the toilet. Only went after dad said he was going pee.,0
760,19:30:30 08-19-2018,19:30:30 08-19-2018,Diary,,Poop on the potty,0
761,19:58:58 08-19-2018,19:58:58 08-19-2018,Diary,,Pee in the toilet. Stopped stories because she said she had to pee.,0
762,05:09:45 08-20-2018,05:09:45 08-20-2018,Diary,,Pee in the potty,0
763,17:55:32 08-20-2018,17:55:32 08-20-2018,Diary,,Poop on the potty. Multi parter,0
764,19:20:54 08-20-2018,19:20:54 08-20-2018,Diary,,Pee on the potty,0
765,17:55:57 08-21-2018,17:55:57 08-21-2018,Diary,,Pee and poop on the potty.,0
766,07:30:02 08-22-2018,07:30:02 08-22-2018,Diary,,Pee in the potty,0
767,18:15:47 08-22-2018,18:15:47 08-22-2018,Diary,,Pee in the potty,0
768,07:35:03 08-23-2018,07:35:03 08-23-2018,Diary,,Poop on he potty,0
769,18:15:57 08-23-2018,18:15:57 08-23-2018,Diary,,Pee on the potty,0
770,07:05:54 08-24-2018,07:05:54 08-24-2018,Diary,,Pee in the potty,0
771,08:07:40 08-25-2018,08:07:40 08-25-2018,Health,Wheeze,Slept through the night but wheezing after a late wakeup. Coughing at 6:30.,0
772,09:27:50 08-25-2018,09:27:50 08-25-2018,Diary,,Pee in the potty,0
773,11:05:50 08-25-2018,11:05:50 08-25-2018,Diary,,Pee in the potty,0
774,16:56:38 08-25-2018,16:56:38 08-25-2018,Diary,,Poop in a stretchy Grandview Park washroom,0
775,19:09:19 08-25-2018,19:09:19 08-25-2018,Diary,,Pee and poo in toilet at restaurant,0
776,07:56:28 08-26-2018,07:56:28 08-26-2018,Diary,,Pee pee in the potty,0
777,10:08:53 08-26-2018,10:08:53 08-26-2018,Diary,,Pee in the toilet at the aquarium,0
779,11:05:38 08-26-2018,11:05:38 08-26-2018,Diary,,Pee at the aquarium,0
778,12:05:23 08-26-2018,12:05:23 08-26-2018,Diary,,Pee at the aquarium,0
780,18:01:08 08-26-2018,18:01:08 08-26-2018,Diary,,Pee and poop in the potty,0
781,18:56:26 08-27-2018,18:56:26 08-27-2018,Diary,,Pee in the potty,0
782,01:20:59 08-29-2018,02:30:59 08-29-2018,Mood,Fussy,Woke up  sounded a little wheezy  gave her Ventolin  wouldn't fall back asleep. Changed a diaper. Took a while.,1
783,19:01:15 08-29-2018,19:01:15 08-29-2018,Diary,,Pee and poop in the potty,0
784,16:51:02 08-30-2018,16:51:02 08-30-2018,Diary,,Pee pee on the potty at daycare with mom,0
785,07:03:20 08-31-2018,07:03:20 08-31-2018,Diary,,Pee in the potty,0
786,19:21:04 08-31-2018,19:21:04 08-31-2018,Health,Other,Diaper rash,0
788,06:55:32 09-01-2018,06:55:32 09-01-2018,Diary,,Pee in the potty,0
787,12:23:30 09-01-2018,12:23:30 09-01-2018,Diary,,Pee in the toilet,0
789,18:45:10 09-01-2018,18:45:10 09-01-2018,Diary,,Pee and poop in the toilet,0
790,07:18:49 09-02-2018,07:18:49 09-02-2018,Diary,,Pee in the potty,0
791,07:25:07 09-03-2018,07:25:07 09-03-2018,Diary,,Poop on the potty,0
792,09:05:30 09-03-2018,09:05:30 09-03-2018,Diary,,Pee in the potty,0
793,14:43:52 09-03-2018,14:43:52 09-03-2018,Diary,,Pee in the potty,0
794,07:07:37 09-04-2018,07:07:37 09-04-2018,Diary,,Pee in the potty,0
795,11:30:39 09-04-2018,12:30:39 09-04-2018,Diary,,At respirologist Dr. Raymondt and Megan Burke at BC Children's hospital. Prescription for Singulair and excema meds. Advice to control dust mites with frequent vacuuming and cover for mattress.,1
797,17:30:28 09-04-2018,17:30:28 09-04-2018,Diary,,Pee in the potty,0
796,18:45:14 09-04-2018,18:45:14 09-04-2018,Diary,,Pee in the potty,0
798,17:15:22 09-05-2018,17:15:22 09-05-2018,Diary,,Pee in the potty. Poop missed,0
799,07:37:30 09-06-2018,07:37:30 09-06-2018,Diary,,Pee on the potty,0
800,17:20:35 09-06-2018,17:20:35 09-06-2018,Diary,,Pee in the potty,0
801,18:45:03 09-06-2018,18:45:03 09-06-2018,Diary,,Pee and poop in the potty,0
802,08:19:48 09-08-2018,08:19:48 09-08-2018,Diary,,Pee in the potty,0
803,08:45:07 09-08-2018,08:45:07 09-08-2018,Diary,,Pee in the potty,0
804,10:47:22 09-08-2018,10:55:22 09-08-2018,Activity,Other,Cosmic kids yoga,1
805,11:09:49 09-08-2018,11:09:49 09-08-2018,Diary,,Pee on the potty,0
806,15:26:27 09-08-2018,15:26:27 09-08-2018,Diary,,Pee and poop in the potty.,0
807,19:25:48 09-08-2018,19:25:48 09-08-2018,Diary,,Pee in the potty. Asked to go to the potty and peed. Big win after three accidents in the afternoon.,0
